日期	流水編號	代號	名稱	發布日期時間	新聞標題	新聞內容	RTIME
20091217	WEB0269	1201	味全	2009/12/17  19:38:16	味全公司：本公司與新燕公司土地買賣訴訟案收到判決書結果之說明	"
符合條款：第二條第49款
1.事實發生日:98/12/17
2.公司名稱:味全食品工業股份有限公司
3.與公司關係(請輸入本公司或聯屬公司):本公司
4.相互持股比例:不適用
5.發生緣由:台灣高等法院（更二）判決主文「原判決
廢棄。被上訴人在第一審之訴及假執行之聲請均駁回。
第一、二審及發回前第三審訴訟費用由被上訴人負擔。」
6.因應措施:本公司出售三重土地（原台北廠）予新燕公司
（即被上訴人）發生訴訟乙案，經台灣高等法院（更二）
98年12月08日判決本公司勝訴。惟法院判決書載明新燕
解除買賣契約應屬有據之認定，本公司認為尚有疑義，
當與律師研議對應措施。然本公司基於和諧共生共榮的立場，
希望雙方與銀行能找尋圓滿解決的方案，共創三贏的優勢。
7.其他應敘明事項:無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20091223	WEB0203	1201	味全	2009/12/23  16:27:08	味全公司：公告董事會通過間接赴大陸地區投資決議	"
符合條款：第二條第20款
1.事實發生日:2009/12/23
2.本次新增（減少）投資方式:
透過轉投資第三地區現有公司，再投資大陸公司。
3.交易數量、每單位價格及交易總金額:
增資轉投資之第三地公司美金2,000萬元整，
透由其間接參與該公司美金2,000萬元整之現金增資案。
4.本次新增投資大陸被投資公司之公司名稱:
杭州味全食品有限公司
5.前開大陸被投資公司之實收資本額:
人民幣104,289,640元
6.前開大陸被投資公司本次擬新增資本額:
美金20,000,000元
7.前開大陸被投資公司主要營業項目:
產銷各類果汁、乳酸菌、優酪乳、咖啡等冷藏飲品
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
人民幣 66,942,042元(2008年)
10.前開大陸被投資公司最近年度財務報表損益金額:
人民幣 594,642元(2008年)
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
美金10,835,360元
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
新台幣 2,210,600 仟元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
43.68%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
19.31%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
41.05%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣 1,563,900 仟元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
30.90%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
13.66%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
29.04%
20.最近三年度認列投資大陸損益金額:
97年度新台幣	-19,350 	仟元
96年度新台幣	-104,470 	仟元
95年度新台幣	-123,239 	仟元
21.最近三年度獲利匯回金額:
97年度新台幣 0仟元
96年度新台幣 0仟元
95年度新台幣 0仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
為擴展中國冷藏品市場之經營，
持續專注經營於食品製造及品牌行銷，
以擴大品牌市佔率。
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20091229	WEB0265	1201	味全	2009/12/29  20:10:14	味全公司：本公司提供杭州味全食品有限公司背書保證，達『公開發行公司資金貸與及背書保證處理準則』第二十五條第二、三及四款之公告規定	"
符合條款：第二條第22款
1.事實發生日:98/12/29
2.被背書保證之:
(1)公司名稱:杭州味全食品有限公司
(2)與提供背書保證公司之關係:
權益法持有之孫公司
(3)背書保證之限額(仟元):1686876
(4)原背書保證之餘額(仟元):932930
(5)本次新增背書保證之金額(仟元):535765
(6)迄事實發生日止背書保證餘額(仟元):1468695
(7)被背書保證公司實際動支金額(仟元):327670
(8)本次新增背書保證之原因:
為本公司100%持股之轉投資公司之新增貸款提供背書保證
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):499236
(2)累積盈虧金額(仟元):-182265
5.解除背書保證責任之:
(1)條件:
實際動用金額到期清償
(2)日期:
2010/11/9
6.迄事實發生日為止，a提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
27.28
7.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
34.77
8.其他應敘明事項:
無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20091231	WEB0132	1201	味全	2009/12/31  13:46:25	味全公司：公告本公司發言人異動	"
符合條款：第二條第8款
1.人員變動別（請輸入發言人、代理發言人、財務主管、會計主管、研發主管
、內部稽核主管或訴訟及非訟代理人）:發言人
2.發生變動日期:99/01/01
3.舊任者姓名、級職及簡歷:蘇守斌 總經理
4.新任者姓名、級職及簡歷:張教華 總經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:辭職
7.生效日期:99/01/01
8.新任者聯絡電話:(02)25078221分機2126
9.其他應敘明事項:無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100204	WEB0262	1201	味全	2010/02/04  17:30:47	味全公司：公告本公司內部稽核主管變動案	"
符合條款：第二條第8款
1.人員變動別（請輸入發言人、代理發言人、財務主管、會計主管、研發主管
、內部稽核主管或訴訟及非訟代理人）:內部稽核主管
2.發生變動日期:99/02/04
3.舊任者姓名、級職及簡歷:王金鳳 稽核室經理
4.新任者姓名、級職及簡歷:林文正 董事長室經營企劃室經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:職務調整
7.生效日期:99/02/04
8.新任者聯絡電話:02-25078221
9.其他應敘明事項:無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100204	WEB0277	1201	味全	2010/02/04  18:02:43	味全公司：公告董事會通過間接赴大陸地區投資決議	"
符合條款：第二條第20款
1.事實發生日:2010/02/04
2.本次新增（減少）投資方式:
原經98年4月7日董事會同意通過，擬以港幣3,600萬元整增資100％境外控股公司
味全(bvi)有限公司，透由該公司購入健可食品(香港)有限公司45%股權，並參與其
增資東莞公司及杭州公司，與日本健可公司及伊藤忠公司共同對中國進行投資。
現擬變更投資方式、投資架構及增加投資金額，以港幣6,900萬元整增資100%境外
控股公司味全(bvi)有限公司，透由該公司參與健可食品(香港)有限公司之新股增資
計劃，取得健可食品(香港)有限公司50%股權，與日本健可公司共同對中國進行投資。
3.交易數量、每單位價格及交易總金額:
港幣6,900萬元(折合新台幣約28,435萬元)。
4.本次新增投資大陸被投資公司之公司名稱:
東莞公司(暫定)；杭州公司(暫定)
5.前開大陸被投資公司之實收資本額:
東莞公司港幣800萬元；杭州公司不適用
6.前開大陸被投資公司本次擬新增資本額:
東莞公司港幣600萬元；杭州公司港幣11,400萬元
7.前開大陸被投資公司主要營業項目:
產銷各類沙拉、沙拉醬、調味醬、蛋類加工品及其他加工食品
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
東莞公司人民幣496萬元；杭州公司不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
東莞公司人民幣-28萬元；杭州公司不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
新台幣	2,346,592 	仟元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
46.37%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
20.50%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
43.58%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣	2,210,600 	仟元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
43.68%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
19.31%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
41.05%
20.最近三年度認列投資大陸損益金額:
97年度新台幣	-19,350 	仟元
96年度新台幣	-104,470 	仟元
95年度新台幣	-123,239 	仟元
21.最近三年度獲利匯回金額:
97年度新台幣 0仟元
96年度新台幣 0仟元
95年度新台幣 0仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
發展中國沙拉及醬品事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100205	WEB0318	1201	味全	2010/02/05  16:59:04	味全公司：澄清99/02/05經濟日報報導本公司今年獲利成長至少20%	"
符合條款：第二條第31款
1.傳播媒體名稱:經濟日報
2.報導日期:99/02/05
3.報導內容:經濟日報a3版「味全今年獲利看升20%」
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:該報導中關於本公司今年獲利成長至少20%
，係為市場推估與媒體推測，非本公司發佈之新聞與數據。未來如有需要或實
際情況發生，本公司將依規定進行公告申報，特此說明。
6.因應措施:無
7.其他應敘明事項:無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100209	WEB0260	1201	味全	2010/02/09  13:47:06	味全公司：澄清99/02/09蘋果日報報導本公司計劃處分泰國味全	"
符合條款：第二條第31款
1.傳播媒體名稱:蘋果日報
2.報導日期:99/02/09
3.報導內容:蘋果日報b7版「味全計劃處分味全泰國」
4.投資人提供訊息概要:不適用
5.公司對該等報導或提供訊息之說明:該報導中關於本公司計劃處分泰國味全廠
，係為市場推估與媒體推測，非本公司發佈之新聞與數據。未來如有需要或實
際情況發生，本公司將依規定進行公告申報，特此說明。
6.因應措施:無
7.其他應敘明事項:無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100209	WEB0564	1201	味全	2010/02/09  18:34:27	味全公司1月非合併營收9.91億元年增6.61% 1— 1月達9.91億元	"
味全公司(1201-TW)2010年 1月非合併(單位:千元)
項目            1月營收         1—1月營收      
本年度          990,701         990,701         
去年同期        929,261         929,261         
增減金額        61,440          61,440          
增減(％)        6.61            6.61
"	
20100210	WEB0724	1201	味全	2010/02/10  18:34:56	味全公司：代子公司欣全實業股份有限公司公告董事會決議擬間接赴大陸地區投資相關資訊	"
符合條款：第二條第20款
1.事實發生日:2010/02/10
2.本次新增（減少）投資方式:
透過轉投資第三地區現有公司再轉增資大陸公司
3.交易數量、每單位價格及交易總金額:
美金2,500,000元(依2/10牌告匯率32.06換算為新台幣80,150,000元)
4.本次新增投資大陸被投資公司之公司名稱:
杭州順全塑料科技有限公司
5.前開大陸被投資公司之實收資本額:
美金10,000,000元
6.前開大陸被投資公司本次擬新增資本額:
美金2,500,000元
7.前開大陸被投資公司主要營業項目:
生產精沖模、精密型腔模及模具標準件等
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表淨值:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
美金10,000,000元
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
美金	 15,850,000 	元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
114.77%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
31.69%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
60.80%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣	 438,080,079 	元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
97.39%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
26.89%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
51.59%
20.最近三年度認列投資大陸損益金額:
97年度新台幣	12,171 	仟元
96年度新台幣	(11,838)	仟元
95年度新台幣 	515 	仟元
21.最近三年度獲利匯回金額:
97年度新台幣	0 	仟元
96年度新台幣	0 	仟元
95年度新台幣 	0 	仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
擴大中國包材塑料之事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無
以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100310	WEB0242	1201	味全	2010/03/10  12:42:23	味全公司2月非合併營收8.97億元年增8.69% 1— 2月達18.88億元	"
味全公司(1201-TW)2010年 2月非合併(單位:千元)
項目            2月營收         1—2月營收      
本年度          896,858         1,887,559       
去年同期        825,172         1,754,433       
增減金額        71,686          133,126         
增減(％)        8.69            7.59
"	
20100319	WEB0314	1201	味全	2010/03/19  18:02:24	味全公司：代子公司欣全實業股份有限公司公告大陸子公司昆山裕全模具工業有限公司董事會決議擬盈餘轉增資案相關資訊	"
符合條款：第二條第20款
1.事實發生日:2010/03/19
2.本次新增（減少）投資方式:
昆山裕全模具工業有限公司98年盈餘轉增資
3.交易數量、每單位價格及交易總金額:
總金額美金2950仟元
4.本次新增投資大陸被投資公司之公司名稱:
昆山裕全模具工業有限公司
5.前開大陸被投資公司之實收資本額:
美金3000仟元
6.前開大陸被投資公司本次擬新增資本額:
美金2950仟元
7.前開大陸被投資公司主要營業項目:
塑膠模具，加工製造及買賣、汽車用組合儀表、
車身電子控制系統、電動後視鏡齒輪盒…等
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
人民幣47832仟元
10.前開大陸被投資公司最近年度財務報表損益金額:
人民幣20127仟元
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
美金3000仟元
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
美金13,350,000元(未含盈大陸地區事業盈餘轉增資美金2,950仟元)
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
96.96%(不含盈轉)
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
26.77%(不含盈轉)
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
51.36%(不含盈轉)
16.迄目前為止，實際赴大陸地區投資總額:
台幣438,080,079元(美金13,350仟元)
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
97.39%(不含盈轉)
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
26.89%(不含盈轉)
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
51.59%(不含盈轉)
20.最近三年度認列投資大陸損益金額:
97年度新台幣12,171仟元
96年度新台幣-11,838仟元
95年度新台幣515仟元
21.最近三年度獲利匯回金額:
無
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
擴大中國包材塑料之事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無以上資料均由各公司輸入後由本系統對外公佈,資料如有虛偽不實,均由該公司負責.
"	
20100330	WEB0422	1201	味全	2010/03/30  18:02:12	味全公司：公告董事會通過間接赴大陸地區投資決議	"
第二條　第20款
1.事實發生日:2010/03/30
2.本次新增（減少）投資方式:
透過轉投資第三地區現有公司，再投資大陸公司。
3.交易數量、每單位價格及交易總金額:
增資轉投資之第三地公司美金246萬元整，透由其間接參與該公司美金410萬元整
之現金增資案。本公司之持股比率為60%。
4.本次新增投資大陸被投資公司之公司名稱:
上海頂盛食品工業有限公司
5.前開大陸被投資公司之實收資本額:
人民幣18,795,700元
6.前開大陸被投資公司本次擬新增資本額:
美金4,000,000元
7.前開大陸被投資公司主要營業項目:
產銷麵包食品
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
人民幣 18,795,700元(2009年)
10.前開大陸被投資公司最近年度財務報表損益金額:
人民幣 0 元 (2009年)
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
美金6,600,000元
12.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
新台幣2,415,209 仟元
13.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
47.73%
14.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
21.69%
15.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
股東權益之比率:
43.92%
16.迄目前為止，實際赴大陸地區投資總額:
新台幣 2,336,981 仟元
17.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
46.18%
18.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
20.99%
19.迄目前為止，實際赴大陸地區投資總額占最近期財務報表股東權益之比率:
42.50%
20.最近三年度認列投資大陸損益金額:
98年度新台幣103,445 仟元
97年度新台幣-19,350 仟元
96年度新台幣     -104,470 仟元
21.最近三年度獲利匯回金額:
98年度新台幣 0仟元
97年度新台幣 0仟元
96年度新台幣 0仟元
22.交易相對人及其與公司之關係:
不適用
23.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人（含與公司及相對人間相互之關係）、移轉日期及金額:
不適用
24.交易標的最近五年內所有權人曾為公司之實質關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
25.處分利益（或損失）:
不適用
26.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
27.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
28.經紀人:
不適用
29.取得或處分之具體目的:
發展中國面包事業
30.本次交易董事有異議:否
31.本次交易會計師出具非合理性意見:否
32.其他敘明事項:
無
"	
20100330	WEB0495	1201	味全	2010/03/30  18:34:11	味全公司：本公司董事會決議擬辦理私募轉換公司債案	"
第二條　第11款
1.董事會決議日期:99/03/30
2.公司債名稱:未定
3.發行總額:不超過新台幣6,000,000,000元
4.每張面額:新台幣100,000元
5.發行價格:擬提請99年股東會授權董事會全權處理
6.發行期間:擬提請99年股東會授權董事會全權處理
7.發行利率:擬提請99年股東會授權董事會全權處理
8.擔保品之種類、名稱、金額及約定事項:未定
9.募得價款之用途及運用計畫:充實營運資金、或償還銀行借款
或轉投資子公司、或其他因應公司未來發展之資金需求
10.公司債受託人:未定
11.發行保證人:未定
12.代理還本付息機構:未定
13.賣回條件:未定
14.買回條件:未定
15.附有轉換、交換或認股者，其換股基準日:未定
16.附有轉換、交換或認股者，對股權可能稀釋情形:未定
17.其他應敘明事項:1、本案與本次擬辦理之現金增資發行普通股或現金增資發行
普通股參與發行海外存託憑證案，及私募普通股之發行，總股數以不超過
160,000,000股為限。2、本案擬提請股東會授權董事會於股東會決議之日起一年
內視市場狀況及公司營運需求，以擇一或搭配方式分次或同時辦理之。
"	
20100330	WEB0496	1201	味全	2010/03/30  18:34:12	味全公司：本公司董事會決議擬辦理私募普通股現金增資案	"
第二條　第11款
1.董事會決議日期:99/03/30
2.私募資金來源:辦理私募普通股現金增資
3.私募股數:不超過160,000,000股
4.每股面額:新台幣10元
5.私募總金額:擬提請99年股東會授權董事會全權處理
6.私募價格:擬提請99年股東會授權董事會全權處理
7.員工認購股數:不適用
8.原股東認購股數:不適用
9.本次私募新股之權利義務:原則上與本公司已發行之普通股相同
其流通性依證交法相關規定辦理
10.本次私募資金用途:充實營運資金、或償還銀行借款
或轉投資子公司、或其他因應公司未來發展之資金需求
11.附有轉換、交換或認股者，其換股基準日:不適用
12.附有轉換、交換或認股者，對股權可能稀釋情形:不適用
13.其他應敘明事項:1、本案與本次擬辦理之現金增資發行普通股或現金增資發行
普通股參與發行海外存託憑證案，及私募轉換公司債之發行，總股數以不超過
160,000,000股為限。2、本案擬提請股東會授權董事會於股東會決議之日起一年
內視市場狀況及公司營運需求，以擇一或搭配方式分次或同時辦理之。
"	
20100330	WEB0497	1201	味全	2010/03/30  18:34:12	味全公司：本公司董事會決議擬辦理現金增資發行普通股或現金增資發行普通股參與發行海外存託憑證案	"
第二條　第11款
1.董事會決議日期:99/03/30
2.增資資金來源:國內現金增資或現金增資發行普通股參與發行海外存託憑證
3.發行股數(如屬盈餘轉增資，則不含配發給員工部分):不超過160,000,000股
4.每股面額:新台幣10元
5.發行總金額:擬提請99年股東會授權董事會全權處理
6.發行價格:擬提請99年股東會授權董事會全權處理
7.員工認購股數或配發金額:保留發行股數10%~15%由員工認購
8.公開銷售股數:依證券交易法第28條之1規定辦理
9.原股東認購或無償配發比例:依證券交易法第28條之1規定辦理
10.畸零股及逾期未認購股份之處理方式:擬提請99年股東會授權董事長
洽特定人按發行價格認購
11.本次發行新股之權利義務:與已發行之普通股相同
12.本次增資資金用途:充實營運資金、或償還銀行借款、
或轉投資子公司、或其他因應公司未來發展之資金需求
13.其他應敘明事項:1、本案與本次擬辦理之私募有價證券案之發行總股數以不超
過160,000,000股為限。2、本案擬提請股東會授權董事會視市場狀況及公司營運
需求，以擇一或搭配方式分次或同時辦理之。
"	
20100330	WEB0566	1201	味全	2010/03/30  19:06:10	味全公司：召開本公司九十九年股東常會	"
第二條　第17款
1.董事會決議日期:99/03/30
2.股東會召開日期:99/06/17
3.股東會召開地點:桃園縣楊梅鎮高榮里13鄰3-1號味全埔心牧場
4.召集事由:
(一)報告事項:
1.九十八年度營業報告書
2.九十八年度監察人查核報告書
3.九十八年度財務報表會計師查核報告書
4.九十八年度對外背書保證辦理情形報告
(二)承認與討論事項:
1.為本公司九十八年度營業報告書、財務報表及與子公司合併財務報表等，報請 承認
2.為本公司九十八年度盈餘分派案，報請 承認
3.修正本公司章程部份條文，報請 公決
4.修正本公司「資金貸與他人作業程序」部份條文，報請 公決
5.修正本公司「背書保證作業程序」部份條文，報請 公決
6.為因應本公司資金需求，擬以擇一或搭配之方式分次或同時辦理國內現金增資發行普
通股、現金增資發行普通股參與發行海外存託憑證、或以私募辦理普通股現金增資或私
募轉換公司債，報請 公決
(三)選舉事項：改選董事及監察人案。
(四)討論事項：為本公司所選任董事解除其競業禁止案，報請 公決
(五)臨時動議
5.停止過戶起始日期:99/04/19
6.停止過戶截止日期:99/06/17
7.其他應敘明事項:無
"	
20100330	WEB0615	1201	味全	2010/03/30  19:38:11	味全公司：董事會決議解除本公司經理人競業禁止案	"
第二條　第21款
1.董事會決議日:99/03/30
2.許可從事競業行為之經理人姓名及職稱:
陳亮邦十二等專員
莊佳龍十等專員
3.許可從事競業行為之項目:兼任其他營利事業之經理人，或自營或為他人經營
同類之業務
4.許可從事競業行為之期間:經理人任職期間
5.決議情形（請依公司法第32條說明表決結果）:全體出席董事同意通過
6.所許可之競業行為如屬大陸地區事業之營業者，經理人姓名及職稱
（非屬大陸地區事業之營業者，以下請輸〝不適用〞）:
陳亮邦十二等專員
莊佳龍十等專員
7.所擔任該大陸地區事業之公司名稱及職務:
陳亮邦擔任杭州味全食品有限公司總經理
莊佳龍擔任杭州味全生技食品有限公司總經理
8.所擔任該大陸地區事業地址:
杭州味全食品有限公司:杭州市經濟技術開發區4號大街27號西北角
杭州味全生技食品有限公司:杭州市經濟技術開發區10號大街502號
9.所擔任該大陸地區事業營業項目:
杭州味全食品有限公司:生產液體飲料、乳及乳製品、燉奶，收購本企業生產所
需的農產品（限直接向第一產業原始生產者收購）
杭州味全生技食品有限公司:生產、加工與銷售乳製品(乳粉)
10.對本公司財務業務之影響程度:無
11.經理人如有對該大陸地區事業從事投資者，其投資金額及持股比例:無
12.其他應敘明事項:無
"	
20100330	WEB0616	1201	味全	2010/03/30  19:38:12	味全公司：董事會決議盈餘分派案	"
第二條　第14款
1.董事會決議日期:99/03/30
2.發放股利種類及金額:現金股息每股0.6元
3.其他應敘明事項:現金股息經股東常會決議通過後，授權董事會訂定除息基準日。
"	
20100408	WEB0066	1201	味全	2010/04/08  11:38:18	味全公司3月非合併營收10.35億元年增8.24% 1— 3月達29.22億元	"
味全公司(1201-TW)2010年 3月非合併(單位:千元)
項目            3月營收         1—3月營收      
本年度          1,034,701       2,922,260       
去年同期        955,944         2,710,377       
增減金額        78,757          211,883         
增減(％)        8.24            7.82
"	
20100617	WEB0114	1201	味全	2010/06/17  10:05:40	魏應充：味全將深耕台灣積極發展大陸食品及通路	"味全董座魏應充在股東會指出，味全將深耕台灣並發展大陸事業。(鉅亨網記者張欽發攝)
味全(1201-TW)今(17)日召開股東會，董事長魏應充在股東會中強調，味全在2009年的營收及獲利都呈現成長，2010年味全的策略將在於深耕台灣積極發展大陸食品及通路事業。
魏應充說，味全陸續在去年對大陸投資沙拉醬事業、並擴充對於冷藏食品事業的布局。
同時，魏應充也強調，味全在企業的人文推動上，去年成立人文組，並以企業的責任從事人文的關懷，也期望味全能成為社會的標竿企業。
味全去年經會計師簽證的2009年財報內容，營收124.55億元，營業毛利45.21億元，營業淨利7.96億元，稅前盈餘6.92億元，稅後盈餘6.85億元，每股稅後盈餘為1.35元。
味全去年的稅後盈餘6.85億元，較2008年的5.27億元成長30%
"	
